SrcServerID,DstServerID,BandwidthMbps,BaseLatencyMs
Server2_585,Server2_308,50.0,0.4359673475388216
Server2_308,Server2_585,50.0,0.4359673475388216
Server2_585,Server2_73,50.0,0.4073441880322632
Server2_73,Server2_585,50.0,0.4073441880322632
Server2_585,Server2_793,50.0,0.318345515865247
Server2_793,Server2_585,50.0,0.318345515865247
Server2_182,Server2_385,50.0,0.4012773598308806
Server2_385,Server2_182,50.0,0.4012773598308806
Server2_425,Server2_716,50.0,0.2985095695049063
Server2_716,Server2_425,50.0,0.2985095695049063
Server2_425,Server2_461,50.0,0.2912625367315461
Server2_461,Server2_425,50.0,0.2912625367315461
Server2_425,Server2_874,50.0,0.3972765083425626
Server2_874,Server2_425,50.0,0.3972765083425626
Server2_257,Server2_761,50.0,0.3048070919286744
Server2_761,Server2_257,50.0,0.3048070919286744
Server2_161,Server2_532,50.0,0.3727063967387222
Server2_532,Server2_161,50.0,0.3727063967387222
Server2_950,Server2_380,50.0,0.2798165397762418
Server2_380,Server2_950,50.0,0.2798165397762418
Server2_164,Server2_63,50.0,0.2837209456038482
Server2_63,Server2_164,50.0,0.2837209456038482
Server2_164,Server2_438,50.0,0.3132600815475162
Server2_438,Server2_164,50.0,0.3132600815475162
Server2_164,Server2_164,50.0,0.3701161048280552
Server2_850,Server2_240,50.0,0.5386847699536026
Server2_240,Server2_850,50.0,0.5386847699536026
Server2_850,Server2_811,50.0,0.3753023834724752
Server2_811,Server2_850,50.0,0.3753023834724752
Server2_850,Server2_424,50.0,0.3907690654519423
Server2_424,Server2_850,50.0,0.3907690654519423
Server2_360,Server2_200,50.0,0.7140735693507159
Server2_200,Server2_360,50.0,0.7140735693507159
Server2_360,Server2_502,50.0,0.4975293228133417
Server2_502,Server2_360,50.0,0.4975293228133417
Server2_360,Server2_434,50.0,0.5745179090502924
Server2_434,Server2_360,50.0,0.5745179090502924
Server2_743,Server2_228,50.0,0.3042947154112558
Server2_228,Server2_743,50.0,0.3042947154112558
Server2_743,Server2_304,50.0,0.3690772401365152
Server2_304,Server2_743,50.0,0.3690772401365152
Server2_311,Server2_658,50.0,0.270356172832264
Server2_658,Server2_311,50.0,0.270356172832264
Server2_311,Server2_906,50.0,0.4019099293143184
Server2_906,Server2_311,50.0,0.4019099293143184
Server2_338,Server2_603,50.0,0.2959354731156382
Server2_603,Server2_338,50.0,0.2959354731156382
Server2_338,Server2_524,50.0,0.303226805141688
Server2_524,Server2_338,50.0,0.303226805141688
Server2_338,Server2_78,50.0,0.3697024762990405
Server2_78,Server2_338,50.0,0.3697024762990405
Server2_700,Server2_488,50.0,0.2944828816434612
Server2_488,Server2_700,50.0,0.2944828816434612
Server2_700,Server2_951,50.0,0.3025346106524426
Server2_951,Server2_700,50.0,0.3025346106524426
Server2_700,Server2_112,50.0,0.3371514894866858
Server2_112,Server2_700,50.0,0.3371514894866858
Server2_602,Server2_878,50.0,0.2844121204428744
Server2_878,Server2_602,50.0,0.2844121204428744
Server2_602,Server2_449,50.0,0.4361406060605707
Server2_449,Server2_602,50.0,0.4361406060605707
Server2_741,Server2_741,50.0,0.3759195634702835
Server2_741,Server2_805,50.0,0.3931357966768092
Server2_805,Server2_741,50.0,0.3931357966768092
Server2_741,Server2_163,50.0,0.3262270498529742
Server2_163,Server2_741,50.0,0.3262270498529742
Server2_539,Server2_583,50.0,0.3737504161328951
Server2_583,Server2_539,50.0,0.3737504161328951
Server2_539,Server2_863,50.0,0.3825793221081032
Server2_863,Server2_539,50.0,0.3825793221081032
Server2_539,Server2_79,50.0,0.3888893956136154
Server2_79,Server2_539,50.0,0.3888893956136154
Server2_692,Server2_521,50.0,0.3006947700776032
Server2_521,Server2_692,50.0,0.3006947700776032
Server2_692,Server2_77,50.0,0.3104309866811536
Server2_77,Server2_692,50.0,0.3104309866811536
Server2_686,Server2_830,50.0,0.4265302527879989
Server2_830,Server2_686,50.0,0.4265302527879989
Server2_686,Server2_801,50.0,0.4165787436539162
Server2_801,Server2_686,50.0,0.4165787436539162
Server2_686,Server2_186,50.0,0.4241289536111978
Server2_186,Server2_686,50.0,0.4241289536111978
Server2_846,Server2_992,50.0,0.3259630276412718
Server2_992,Server2_846,50.0,0.3259630276412718
Server2_326,Server2_446,50.0,0.3471520231679469
Server2_446,Server2_326,50.0,0.3471520231679469
Server2_326,Server2_808,50.0,0.4388385861249776
Server2_808,Server2_326,50.0,0.4388385861249776
Server2_326,Server2_433,50.0,0.4026542890371742
Server2_433,Server2_326,50.0,0.4026542890371742
Server2_997,Server2_431,50.0,0.2988093092633968
Server2_431,Server2_997,50.0,0.2988093092633968
Server2_997,Server2_710,50.0,0.4385509251312153
Server2_710,Server2_997,50.0,0.4385509251312153
Server2_114,Server2_332,50.0,0.3114046831027863
Server2_332,Server2_114,50.0,0.3114046831027863
Server2_460,Server2_23,50.0,0.3987731228075858
Server2_23,Server2_460,50.0,0.3987731228075858
Server2_956,Server2_745,50.0,0.2872670804563086
Server2_745,Server2_956,50.0,0.2872670804563086
Server2_956,Server2_786,50.0,0.373582310367994
Server2_786,Server2_956,50.0,0.373582310367994
Server2_936,Server2_27,50.0,0.2776896980655166
Server2_27,Server2_936,50.0,0.2776896980655166
Server2_936,Server2_345,50.0,0.3825487089333776
Server2_345,Server2_936,50.0,0.3825487089333776
Server2_380,Server2_588,50.0,0.3072712246624185
Server2_588,Server2_380,50.0,0.3072712246624185
Server2_617,Server2_734,50.0,0.3968660218539794
Server2_734,Server2_617,50.0,0.3968660218539794
Server2_266,Server2_165,50.0,0.33233660092524
Server2_165,Server2_266,50.0,0.33233660092524
Server2_804,Server2_303,50.0,0.3282586708334612
Server2_303,Server2_804,50.0,0.3282586708334612
Server2_556,Server2_626,50.0,0.5034509576697782
Server2_626,Server2_556,50.0,0.5034509576697782
Server2_556,Server2_735,50.0,0.2776072032470833
Server2_735,Server2_556,50.0,0.2776072032470833
Server2_516,Server2_537,50.0,0.5038272791579308
Server2_537,Server2_516,50.0,0.5038272791579308
Server2_96,Server2_781,50.0,0.3612537754981162
Server2_781,Server2_96,50.0,0.3612537754981162
Server2_96,Server2_324,50.0,0.3129075662787494
Server2_324,Server2_96,50.0,0.3129075662787494
Server2_96,Server2_569,50.0,0.376171981792506
Server2_569,Server2_96,50.0,0.376171981792506
Server2_863,Server2_777,50.0,0.3424051085155916
Server2_777,Server2_863,50.0,0.3424051085155916
Server2_863,Server2_639,50.0,0.3526421461892487
Server2_639,Server2_863,50.0,0.3526421461892487
Server2_523,Server2_690,50.0,0.3935300155992628
Server2_690,Server2_523,50.0,0.3935300155992628
Server2_523,Server2_168,50.0,0.3689075279470291
Server2_168,Server2_523,50.0,0.3689075279470291
Server2_523,Server2_712,50.0,0.4291780285667638
Server2_712,Server2_523,50.0,0.4291780285667638
Server2_737,Server2_143,50.0,0.3259578954433929
Server2_143,Server2_737,50.0,0.3259578954433929
Server2_888,Server2_582,50.0,0.3103135514305563
Server2_582,Server2_888,50.0,0.3103135514305563
Server2_888,Server2_749,50.0,0.311259918504033
Server2_749,Server2_888,50.0,0.311259918504033
Server2_888,Server2_734,50.0,0.2799570562428722
Server2_734,Server2_888,50.0,0.2799570562428722
Server2_21,Server2_662,50.0,0.3414827094686786
Server2_662,Server2_21,50.0,0.3414827094686786
Server2_208,Server2_723,50.0,0.3662533802188347
Server2_723,Server2_208,50.0,0.3662533802188347
Server2_208,Server2_902,50.0,0.4146359681065344
Server2_902,Server2_208,50.0,0.4146359681065344
Server2_208,Server2_185,50.0,0.3453169528135636
Server2_185,Server2_208,50.0,0.3453169528135636
Server2_77,Server2_946,50.0,0.3341510294798718
Server2_946,Server2_77,50.0,0.3341510294798718
Server2_77,Server2_703,50.0,0.3049823404541358
Server2_703,Server2_77,50.0,0.3049823404541358
Server2_77,Server2_251,50.0,0.401937357526236
Server2_251,Server2_77,50.0,0.401937357526236
Server2_646,Server2_843,50.0,0.3632170871689348
Server2_843,Server2_646,50.0,0.3632170871689348
Server2_646,Server2_727,50.0,0.4007236392102465
Server2_727,Server2_646,50.0,0.4007236392102465
Server2_646,Server2_627,50.0,0.398494382057252
Server2_627,Server2_646,50.0,0.398494382057252
Server2_456,Server2_6,50.0,0.3971831416894052
Server2_6,Server2_456,50.0,0.3971831416894052
Server2_456,Server2_926,50.0,0.3122705114685988
Server2_926,Server2_456,50.0,0.3122705114685988
Server2_456,Server2_282,50.0,0.3436553737434438
Server2_282,Server2_456,50.0,0.3436553737434438
Server2_196,Server2_114,50.0,0.3320649717786222
Server2_114,Server2_196,50.0,0.3320649717786222
Server2_196,Server2_139,50.0,0.3550837864345114
Server2_139,Server2_196,50.0,0.3550837864345114
Server2_196,Server2_332,50.0,0.346627910965158
Server2_332,Server2_196,50.0,0.346627910965158
Server2_729,Server2_166,50.0,0.350994505587904
Server2_166,Server2_729,50.0,0.350994505587904
Server2_366,Server2_156,50.0,0.3103259681148176
Server2_156,Server2_366,50.0,0.3103259681148176
Server2_366,Server2_887,50.0,0.4026739661016888
Server2_887,Server2_366,50.0,0.4026739661016888
Server2_366,Server2_946,50.0,0.3517919372725995
Server2_946,Server2_366,50.0,0.3517919372725995
Server2_482,Server2_880,50.0,0.31812662843784
Server2_880,Server2_482,50.0,0.31812662843784
Server2_482,Server2_396,50.0,0.383802975020832
Server2_396,Server2_482,50.0,0.383802975020832
Server2_482,Server2_204,50.0,0.3823072087605212
Server2_204,Server2_482,50.0,0.3823072087605212
Server2_174,Server2_99,50.0,0.3010864910938984
Server2_99,Server2_174,50.0,0.3010864910938984
Server2_174,Server2_778,50.0,0.4124620329815166
Server2_778,Server2_174,50.0,0.4124620329815166
Server2_174,Server2_916,50.0,0.3206007005595744
Server2_916,Server2_174,50.0,0.3206007005595744
Server2_335,Server2_551,50.0,0.292613120231152
Server2_551,Server2_335,50.0,0.292613120231152
Server2_335,Server2_634,50.0,0.3680323098493637
Server2_634,Server2_335,50.0,0.3680323098493637
Server2_587,Server2_747,50.0,0.3714277849588904
Server2_747,Server2_587,50.0,0.3714277849588904
Server2_713,Server2_144,50.0,0.3974476991249684
Server2_144,Server2_713,50.0,0.3974476991249684
Server2_254,Server2_608,50.0,0.441286055581553
Server2_608,Server2_254,50.0,0.441286055581553
Server2_923,Server2_282,50.0,0.3047474645146964
Server2_282,Server2_923,50.0,0.3047474645146964
Server2_923,Server2_6,50.0,0.3230214277666362
Server2_6,Server2_923,50.0,0.3230214277666362
Server2_462,Server2_194,50.0,0.2988275573945694
Server2_194,Server2_462,50.0,0.2988275573945694
Server2_462,Server2_653,50.0,0.2738818709727584
Server2_653,Server2_462,50.0,0.2738818709727584
Server2_882,Server2_254,50.0,0.2763919772638048
Server2_254,Server2_882,50.0,0.2763919772638048
Server2_490,Server2_64,50.0,0.3885653694437527
Server2_64,Server2_490,50.0,0.3885653694437527
Server2_490,Server2_175,50.0,0.426076682805525
Server2_175,Server2_490,50.0,0.426076682805525
Server2_1000,Server2_405,50.0,0.2899447313459554
Server2_405,Server2_1000,50.0,0.2899447313459554
Server2_1000,Server2_606,50.0,0.3426509773183667
Server2_606,Server2_1000,50.0,0.3426509773183667
Server2_830,Server2_272,50.0,0.363150043931414
Server2_272,Server2_830,50.0,0.363150043931414
Server2_511,Server2_334,50.0,0.3623727195837806
Server2_334,Server2_511,50.0,0.3623727195837806
Server2_511,Server2_103,50.0,0.3849794167726664
Server2_103,Server2_511,50.0,0.3849794167726664
Server2_775,Server2_674,50.0,0.3902226039558067
Server2_674,Server2_775,50.0,0.3902226039558067
Server2_555,Server2_152,50.0,0.4710585094817142
Server2_152,Server2_555,50.0,0.4710585094817142
Server2_555,Server2_247,50.0,0.4124345869218632
Server2_247,Server2_555,50.0,0.4124345869218632
Server2_555,Server2_974,50.0,0.4851724726689407
Server2_974,Server2_555,50.0,0.4851724726689407
Server2_267,Server2_251,50.0,0.3595026272514758
Server2_251,Server2_267,50.0,0.3595026272514758
Server2_267,Server2_763,50.0,0.3489612979515578
Server2_763,Server2_267,50.0,0.3489612979515578
Server2_267,Server2_703,50.0,0.3072869789088818
Server2_703,Server2_267,50.0,0.3072869789088818
