SrcServerID,DstServerID,BandwidthMbps,BaseLatencyMs
Server3_859,Server3_1341,1.0,2000.0
Server3_1341,Server3_859,1.0,2000.0
Server3_859,Server3_1026,1.0,2000.0
Server3_1026,Server3_859,1.0,2000.0
Server3_1114,Server3_851,1.0,2000.0
Server3_851,Server3_1114,1.0,2000.0
Server3_1114,Server3_34,1.0,2000.0
Server3_34,Server3_1114,1.0,2000.0
Server3_1181,Server3_826,1.0,2000.0
Server3_826,Server3_1181,1.0,2000.0
Server3_1181,Server3_1511,1.0,2000.0
Server3_1511,Server3_1181,1.0,2000.0
Server3_1181,Server3_757,1.0,2000.0
Server3_757,Server3_1181,1.0,2000.0
Server3_1181,Server3_966,1.0,2000.0
Server3_966,Server3_1181,1.0,2000.0
Server3_471,Server3_394,1.0,2000.0
Server3_394,Server3_471,1.0,2000.0
Server3_471,Server3_32,1.0,2000.0
Server3_32,Server3_471,1.0,2000.0
Server3_471,Server3_1003,1.0,2000.0
Server3_1003,Server3_471,1.0,2000.0
Server3_471,Server3_149,1.0,2000.0
Server3_149,Server3_471,1.0,2000.0
Server3_836,Server3_934,1.0,2000.0
Server3_934,Server3_836,1.0,2000.0
Server3_836,Server3_972,1.0,2000.0
Server3_972,Server3_836,1.0,2000.0
Server3_836,Server3_143,1.0,2000.0
Server3_143,Server3_836,1.0,2000.0
Server3_836,Server3_256,1.0,2000.0
Server3_256,Server3_836,1.0,2000.0
Server3_1317,Server3_930,1.0,2000.0
Server3_930,Server3_1317,1.0,2000.0
Server3_1317,Server3_959,1.0,2000.0
Server3_959,Server3_1317,1.0,2000.0
Server3_1317,Server3_941,1.0,2000.0
Server3_941,Server3_1317,1.0,2000.0
Server3_1317,Server3_106,1.0,2000.0
Server3_106,Server3_1317,1.0,2000.0
Server3_1719,Server3_1117,1.0,2000.0
Server3_1117,Server3_1719,1.0,2000.0
Server3_1719,Server3_228,1.0,2000.0
Server3_228,Server3_1719,1.0,2000.0
Server3_1719,Server3_237,1.0,2000.0
Server3_237,Server3_1719,1.0,2000.0
Server3_417,Server3_1875,1.0,2000.0
Server3_1875,Server3_417,1.0,2000.0
Server3_417,Server3_1987,1.0,2000.0
Server3_1987,Server3_417,1.0,2000.0
Server3_1613,Server3_1365,1.0,2000.0
Server3_1365,Server3_1613,1.0,2000.0
Server3_1613,Server3_999,1.0,2000.0
Server3_999,Server3_1613,1.0,2000.0
Server3_1613,Server3_1906,1.0,2000.0
Server3_1906,Server3_1613,1.0,2000.0
Server3_1613,Server3_1565,1.0,2000.0
Server3_1565,Server3_1613,1.0,2000.0
Server3_1265,Server3_717,1.0,2000.0
Server3_717,Server3_1265,1.0,2000.0
Server3_1265,Server3_929,1.0,2000.0
Server3_929,Server3_1265,1.0,2000.0
Server3_1265,Server3_680,1.0,2000.0
Server3_680,Server3_1265,1.0,2000.0
Server3_1323,Server3_136,1.0,2000.0
Server3_136,Server3_1323,1.0,2000.0
Server3_1323,Server3_511,1.0,2000.0
Server3_511,Server3_1323,1.0,2000.0
Server3_1323,Server3_905,1.0,2000.0
Server3_905,Server3_1323,1.0,2000.0
Server3_1323,Server3_1106,1.0,2000.0
Server3_1106,Server3_1323,1.0,2000.0
Server3_1326,Server3_398,1.0,2000.0
Server3_398,Server3_1326,1.0,2000.0
Server3_1326,Server3_1041,1.0,2000.0
Server3_1041,Server3_1326,1.0,2000.0
Server3_1326,Server3_977,1.0,2000.0
Server3_977,Server3_1326,1.0,2000.0
Server3_1932,Server3_1698,1.0,2000.0
Server3_1698,Server3_1932,1.0,2000.0
Server3_1932,Server3_332,1.0,2000.0
Server3_332,Server3_1932,1.0,2000.0
Server3_1932,Server3_1930,1.0,2000.0
Server3_1930,Server3_1932,1.0,2000.0
Server3_707,Server3_1344,1.0,2000.0
Server3_1344,Server3_707,1.0,2000.0
Server3_707,Server3_1238,1.0,2000.0
Server3_1238,Server3_707,1.0,2000.0
Server3_707,Server3_208,1.0,2000.0
Server3_208,Server3_707,1.0,2000.0
Server3_761,Server3_1624,1.0,2000.0
Server3_1624,Server3_761,1.0,2000.0
Server3_761,Server3_1449,1.0,2000.0
Server3_1449,Server3_761,1.0,2000.0
Server3_1463,Server3_1167,1.0,2000.0
Server3_1167,Server3_1463,1.0,2000.0
Server3_1463,Server3_207,1.0,2000.0
Server3_207,Server3_1463,1.0,2000.0
Server3_74,Server3_1409,1.0,2000.0
Server3_1409,Server3_74,1.0,2000.0
Server3_74,Server3_1290,1.0,2000.0
Server3_1290,Server3_74,1.0,2000.0
Server3_74,Server3_32,1.0,2000.0
Server3_32,Server3_74,1.0,2000.0
